#mission_id,user_id,place_id,date,duration,mode,co2,emissions,regions
167,131,212,2013-10-05,136,plane,0.14678,75.00457999999999,Riverlands
148,221,396,2013-10-06,161,plane,0.14678,201.8225,North
157,435,55,2013-10-07,59,car,0.20033,18.831020000000002,Riverlands
177,377,191,2013-10-07,13,train,0.01214,5.83934,Reach
166,136,212,2013-10-08,62,plane,0.14678,75.00457999999999,Riverlands
179,380,138,2013-10-09,46,plane,0.16508,63.22564,Dorne
180,303,138,2013-10-09,42,plane,0.16508,63.22564,North
190,490,351,2013-10-09,76,plane,0.14678,147.95424,North
182,409,191,2013-10-09,39,train,0.01214,5.83934,North
193,490,320,2013-10-13,53,train,0.01214,10.36756,North
168,380,0,2013-10-13,738,public,0.075,0.0,Dorne
185,371,191,2013-10-14,38,train,0.01214,5.83934,North
186,371,135,2013-10-14,22,train,0.01214,4.4675199999999995,North
183,296,191,2013-10-14,13,train,0.01214,5.83934,Westerlands
178,56,191,2013-10-15,16,train,0.01214,5.83934,Reach
170,411,53,2013-10-16,12,car,0.20033,18.43036,Dorne
196,222,518,2013-10-16,371,plane,0.13712,1140.8383999999999,Riverlands
181,93,125,2013-10-16,42,car,0.20033,67.31088,Westerlands
188,468,409,2013-10-17,64,plane,0.14678,224.72018,Riverlands
158,1,212,2013-10-17,89,plane,0.14678,75.00457999999999,Reach
194,432,59,2013-10-17,11,car,0.20033,19.63234,Westerlands
173,123,333,2013-10-20,84,plane,0.14678,134.74403999999998,North
169,419,333,2013-10-20,84,plane,0.14678,134.74403999999998,North
189,365,242,2013-10-22,86,plane,0.16508,99.70832,Westerlands
192,289,242,2013-10-22,87,plane,0.16508,99.70832,Westerlands
191,490,215,2013-10-22,16,train,0.01214,6.28852,North
175,328,242,2013-10-22,38,plane,0.16508,99.70832,Dorne
154,53,406,2013-10-22,63,plane,0.14678,213.71168,North
204,169,191,2013-10-23,16,train,0.01214,5.83934,Westerlands
174,468,191,2013-10-24,34,train,0.01214,5.83934,Riverlands
210,123,544,2013-10-27,184,plane,0.13712,1250.39728,North
172,211,65,2013-10-29,10,train,0.01214,1.3232599999999999,North
143,468,261,2013-10-29,41,plane,0.14678,93.49886,Riverlands
201,409,593,2013-11-03,97,plane,0.13712,1358.1735999999999,North
208,131,207,2013-11-04,113,plane,0.16508,82.04476,Riverlands
215,136,191,2013-11-05,12,train,0.01214,5.83934,Riverlands
202,327,207,2013-11-08,172,plane,0.16508,82.04476,North
203,496,207,2013-11-08,165,plane,0.16508,82.04476,North
222,454,415,2013-11-09,196,plane,0.14678,248.20497999999998,Riverlands
214,356,207,2013-11-12,141,plane,0.16508,82.04476,North
207,214,207,2013-11-12,77,plane,0.16508,82.04476,North
205,371,207,2013-11-12,69,plane,0.16508,82.04476,North
227,56,191,2013-11-12,13,train,0.01214,5.83934,Reach
171,411,207,2013-11-12,52,plane,0.16508,82.04476,Dorne
199,490,207,2013-11-12,53,plane,0.16508,82.04476,North
195,176,207,2013-11-12,80,plane,0.16508,82.04476,North
187,294,494,2013-11-13,192,plane,0.13712,971.4952,North
216,409,207,2013-11-13,61,plane,0.16508,82.04476,North
237,136,53,2013-11-14,8,car,0.20033,18.43036,Riverlands
239,504,0,2013-11-15,11,public,0.075,0.0,Riverlands
198,252,518,2013-11-16,320,plane,0.13712,1140.8383999999999,Riverlands
197,136,518,2013-11-16,321,plane,0.13712,1140.8383999999999,Riverlands
209,341,518,2013-11-16,349,plane,0.13712,1140.8383999999999,Dorne
211,181,518,2013-11-16,422,plane,0.13712,1140.8383999999999,Dorne
206,377,191,2013-11-18,15,train,0.01214,5.83934,Reach
226,279,191,2013-11-18,12,train,0.01214,5.83934,Reach
184,56,125,2013-11-19,106,plane,0.16508,55.46688,Reach
230,88,320,2013-11-20,54,plane,0.16508,140.97832,North
223,454,76,2013-11-20,51,train,0.01214,1.89384,Riverlands
233,428,191,2013-11-21,77,train,0.01214,5.83934,Riverlands
217,409,191,2013-11-21,12,train,0.01214,5.83934,North
238,169,191,2013-11-22,16,train,0.01214,5.83934,Westerlands
231,468,148,2013-11-25,17,plane,0.16508,67.18756,Riverlands
219,409,125,2013-11-26,56,train,0.01214,4.07904,North
236,289,191,2013-11-29,16,train,0.01214,5.83934,Westerlands
225,157,76,2013-11-29,28,train,0.01214,1.89384,Reach
250,451,221,2013-11-29,34,train,0.01214,6.42206,Reach
224,20,593,2013-11-30,204,plane,0.13712,1358.1735999999999,Riverlands
235,88,358,2013-12-01,129,plane,0.14678,154.26578,North
232,468,325,2013-12-01,54,plane,0.14678,128.72606,Riverlands
242,377,226,2013-12-02,32,plane,0.14678,81.16933999999999,Reach
245,23,55,2013-12-02,8,car,0.20033,18.831020000000002,North
252,317,268,2013-12-03,55,train,0.01214,7.91528,Reach
176,490,135,2013-12-03,18,train,0.01214,4.4675199999999995,North
218,409,191,2013-12-03,36,train,0.01214,5.83934,North
228,56,47,2013-12-04,8,car,0.20033,16.82772,Reach
243,336,242,2013-12-04,58,plane,0.16508,99.70832,Riverlands
251,451,191,2013-12-04,9,train,0.01214,5.83934,Reach
213,371,191,2013-12-05,15,train,0.01214,5.83934,North
244,166,191,2013-12-05,13,train,0.01214,5.83934,North
246,152,191,2013-12-05,16,train,0.01214,5.83934,North
262,105,191,2013-12-06,14,train,0.01214,5.83934,Reach
260,452,55,2013-12-08,22,car,0.20033,18.831020000000002,Reach
257,297,191,2013-12-08,31,train,0.01214,5.83934,Reach
234,454,75,2013-12-09,74,plane,0.14678,22.45734,Riverlands
220,409,191,2013-12-09,16,train,0.01214,5.83934,North
259,481,125,2013-12-09,33,train,0.01214,4.07904,Riverlands
253,409,191,2013-12-09,16,train,0.01214,5.83934,North
155,71,101,2013-12-10,85,train,0.01214,2.7800599999999998,Dorne
156,141,101,2013-12-10,80,train,0.01214,2.7800599999999998,Dorne
229,56,264,2013-12-10,31,train,0.01214,7.7696,Reach
200,490,250,2013-12-10,30,plane,0.14678,90.2697,North
247,384,55,2013-12-11,6,car,0.20033,18.831020000000002,Westerlands
261,452,138,2013-12-12,14,train,0.01214,4.64962,Reach
255,233,53,2013-12-12,12,car,0.20033,18.43036,Riverlands
265,128,138,2013-12-12,91,plane,0.16508,63.22564,Reach
268,117,195,2013-12-13,14,train,0.01214,5.90004,Reach
240,457,394,2013-12-14,79,plane,0.14678,198.153,Riverlands
256,85,226,2013-12-15,58,plane,0.14678,81.16933999999999,Westerlands
263,105,76,2013-12-16,14,train,0.01214,1.89384,Reach
258,415,530,2013-12-16,158,plane,0.13712,1204.5991999999999,Reach
271,445,55,2013-12-18,9,train,0.01214,1.14116,Riverlands
272,468,55,2013-12-18,6,car,0.20033,18.831020000000002,Riverlands
248,411,53,2013-12-18,8,car,0.20033,18.43036,Dorne
269,117,142,2013-12-19,13,train,0.01214,4.7345999999999995,Reach
264,128,262,2013-12-19,19,train,0.01214,7.73318,Reach
241,490,262,2013-12-19,16,train,0.01214,7.73318,North
284,358,403,2014-01-04,107,plane,0.14678,208.72116,North
275,455,191,2014-01-06,14,train,0.01214,5.83934,North
267,135,287,2014-01-07,81,plane,0.16508,116.54648,North
249,411,53,2014-01-08,12,car,0.20033,18.43036,Dorne
294,88,97,2014-01-08,50,train,0.01214,2.63438,North
278,160,191,2014-01-10,15,train,0.01214,5.83934,Reach
291,369,61,2014-01-13,12,car,0.20033,20.033,Dorne
290,91,61,2014-01-13,12,car,0.20033,20.033,Dorne
300,88,55,2014-01-13,32,train,0.01214,1.14116,North
302,252,207,2014-01-13,89,train,0.01214,6.03358,Riverlands
293,439,88,2014-01-13,65,train,0.01214,2.46442,Riverlands
212,490,204,2014-01-14,71,plane,0.14678,72.21576,North
277,39,191,2014-01-15,33,train,0.01214,5.83934,North
309,319,55,2014-01-15,11,car,0.20033,18.831020000000002,Reach
305,73,125,2014-01-15,12,train,0.01214,4.07904,Reach
280,371,191,2014-01-15,33,train,0.01214,5.83934,North
281,296,195,2014-01-15,29,train,0.01214,5.90004,Westerlands
282,300,191,2014-01-15,36,train,0.01214,5.83934,North
286,117,191,2014-01-16,12,train,0.01214,5.83934,Reach
299,452,138,2014-01-17,75,train,0.01214,4.64962,Reach
279,160,55,2014-01-17,12,train,0.01214,1.14116,Reach
266,373,207,2014-01-20,150,train,0.01214,6.03358,Riverlands
314,105,191,2014-01-21,15,train,0.01214,5.83934,Reach
307,371,191,2014-01-21,23,train,0.01214,5.83934,North
304,39,191,2014-01-21,24,train,0.01214,5.83934,North
276,233,97,2014-01-22,30,train,0.01214,2.63438,Riverlands
288,117,191,2014-01-22,35,train,0.01214,5.83934,Reach
313,125,55,2014-01-22,10,car,0.20033,18.831020000000002,Reach
295,503,191,2014-01-22,33,train,0.01214,5.83934,Reach
273,490,246,2014-01-23,16,train,0.01214,7.4054,North
308,201,207,2014-01-23,64,plane,0.16508,82.04476,North
303,125,191,2014-01-23,38,train,0.01214,5.83934,Reach
287,117,623,2014-01-25,215,plane,0.13712,2307.31824,Reach
301,373,268,2014-01-26,176,plane,0.16508,107.63216,Riverlands
323,451,268,2014-01-27,102,train,0.01214,7.91528,Reach
316,459,89,2014-01-27,58,car,0.20033,41.06765,Riverlands
312,222,89,2014-01-27,58,car,0.20033,41.06765,Riverlands
311,131,89,2014-01-27,58,car,0.20033,41.06765,Riverlands
298,118,138,2014-01-28,14,plane,0.16508,63.22564,North
326,160,191,2014-01-28,11,train,0.01214,5.83934,Reach
297,409,138,2014-01-28,14,plane,0.16508,63.22564,North
337,317,268,2014-01-28,95,train,0.01214,7.91528,Reach
327,160,55,2014-01-28,27,train,0.01214,1.14116,Reach
321,279,191,2014-01-28,11,plane,0.16508,79.40348,Reach
310,498,191,2014-01-29,36,train,0.01214,5.83934,Westerlands
331,434,191,2014-01-29,12,train,0.01214,5.83934,Reach
254,409,191,2014-01-29,12,train,0.01214,5.83934,North
285,39,534,2014-01-30,189,plane,0.13712,1213.1006399999999,North
221,409,191,2014-01-30,36,train,0.01214,5.83934,North
328,160,191,2014-01-31,15,train,0.01214,5.83934,Reach
320,289,526,2014-02-01,208,plane,0.13712,1175.66688,Westerlands
292,148,303,2014-02-04,57,plane,0.14678,112.87382,Reach
329,74,191,2014-02-04,15,train,0.01214,5.83934,North
325,169,81,2014-02-04,16,train,0.01214,2.02738,Westerlands
333,181,185,2014-02-05,52,train,0.01214,5.79078,Dorne
336,88,55,2014-02-05,33,train,0.01214,1.14116,North
315,123,350,2014-02-05,100,plane,0.13712,137.66848,North
353,211,191,2014-02-06,27,train,0.01214,5.83934,North
324,377,191,2014-02-06,17,train,0.01214,5.83934,Reach
339,384,53,2014-02-06,9,train,0.01214,1.1168799999999999,Westerlands
346,398,55,2014-02-07,10,train,0.01214,1.14116,Riverlands
322,337,191,2014-02-09,26,train,0.01214,5.83934,Reach
296,105,310,2014-02-10,54,plane,0.16508,133.05448,Reach
330,211,110,2014-02-10,56,plane,0.14678,38.603139999999996,North
351,466,55,2014-02-13,6,train,0.01214,1.14116,Dorne
343,16,191,2014-02-13,77,train,0.01214,5.83934,Riverlands
352,384,53,2014-02-13,8,train,0.01214,1.1168799999999999,Westerlands
306,428,191,2014-02-13,32,train,0.01214,5.83934,Riverlands
318,125,191,2014-02-13,32,train,0.01214,5.83934,Reach
270,428,191,2014-02-13,31,train,0.01214,5.83934,Riverlands
363,117,191,2014-02-14,14,train,0.01214,5.83934,Reach
342,39,226,2014-02-17,31,plane,0.14678,81.16933999999999,North
361,409,191,2014-02-17,16,train,0.01214,5.83934,North
366,325,261,2014-02-17,105,car,0.20033,127.61021000000001,Westerlands
376,91,18,2014-02-18,6,car,0.20033,5.20858,Dorne
317,125,207,2014-02-19,30,train,0.01214,6.03358,Reach
357,73,125,2014-02-19,12,train,0.01214,4.07904,Reach
344,452,191,2014-02-20,39,train,0.01214,5.83934,Reach
387,89,191,2014-02-20,29,train,0.01214,5.83934,Riverlands
385,434,191,2014-02-20,34,train,0.01214,5.83934,Reach
377,88,320,2014-02-20,39,plane,0.16508,140.97832,North
369,117,181,2014-02-21,10,train,0.01214,5.75436,Reach
283,166,599,2014-02-21,256,plane,0.13712,1371.33712,North
384,39,191,2014-02-21,8,train,0.01214,5.83934,North
289,117,181,2014-02-21,15,train,0.01214,5.75436,Reach
382,297,191,2014-02-23,76,train,0.01214,5.83934,Reach
383,384,55,2014-02-24,8,train,0.01214,1.14116,Westerlands
392,163,55,2014-02-26,11,train,0.01214,1.14116,Dorne
356,468,191,2014-02-26,31,train,0.01214,5.83934,Riverlands
347,454,415,2014-02-26,463,plane,0.14678,248.20497999999998,Riverlands
386,457,207,2014-02-27,43,plane,0.16508,82.04476,Riverlands
394,411,53,2014-02-27,12,car,0.20033,18.43036,Dorne
393,209,55,2014-02-27,13,train,0.01214,1.14116,North
391,340,55,2014-02-27,10,train,0.01214,1.14116,North
360,63,191,2014-02-28,12,train,0.01214,5.83934,Riverlands
335,56,425,2014-03-02,99,plane,0.13712,265.3272,Reach
334,393,425,2014-03-02,96,plane,0.13712,265.3272,Reach
332,105,425,2014-03-02,98,plane,0.13712,265.3272,Reach
368,135,307,2014-03-02,181,plane,0.14678,115.36908,North
379,88,307,2014-03-03,101,plane,0.14678,115.36908,North
414,1,197,2014-03-03,13,train,0.01214,5.93646,Reach
418,476,55,2014-03-04,10,train,0.01214,1.14116,Reach
405,148,53,2014-03-05,9,car,0.20033,18.43036,Reach
388,91,53,2014-03-05,10,car,0.20033,18.43036,Dorne
415,151,53,2014-03-05,10,car,0.20033,18.43036,Reach
390,412,53,2014-03-05,9,car,0.20033,18.43036,Reach
416,259,53,2014-03-05,12,train,0.01214,1.1168799999999999,Reach
367,252,212,2014-03-06,40,plane,0.14678,75.00457999999999,Riverlands
396,341,212,2014-03-06,32,plane,0.14678,75.00457999999999,Dorne
341,30,55,2014-03-07,9,train,0.01214,1.14116,Riverlands
319,373,558,2014-03-08,540,plane,0.13712,1284.40304,Riverlands
364,137,337,2014-03-09,120,plane,0.14678,137.09252,Reach
404,214,469,2014-03-09,330,plane,0.13712,812.98448,North
395,468,122,2014-03-10,40,car,0.20033,64.90692,Riverlands
425,504,122,2014-03-10,39,car,0.20033,64.90692,Riverlands
340,22,95,2014-03-11,73,train,0.01214,2.57368,North
420,405,191,2014-03-11,15,train,0.01214,5.83934,Vale
440,1,197,2014-03-12,12,train,0.01214,5.93646,Reach
441,384,53,2014-03-13,9,train,0.01214,1.1168799999999999,Westerlands
407,434,191,2014-03-13,12,train,0.01214,5.83934,Reach
430,317,187,2014-03-13,16,train,0.01214,5.81506,Reach
410,28,187,2014-03-13,58,train,0.01214,5.81506,Reach
409,186,187,2014-03-13,16,train,0.01214,5.81506,Reach
417,476,543,2014-03-16,1549,plane,0.13712,1247.1064,Reach
443,88,55,2014-03-17,80,car,0.20033,18.831020000000002,North
434,135,55,2014-03-17,78,train,0.01214,1.14116,North
435,91,104,2014-03-17,13,train,0.01214,2.95002,Dorne
427,157,140,2014-03-18,76,train,0.01214,4.69818,Reach
428,157,140,2014-03-18,76,car,0.20033,77.52771,Reach
463,175,9,2014-03-18,34,car,0.20033,2.60429,Dorne
429,1,143,2014-03-18,76,car,0.20033,78.32903,Reach
424,105,191,2014-03-18,14,train,0.01214,5.83934,Reach
431,56,191,2014-03-18,14,train,0.01214,5.83934,Reach
453,151,125,2014-03-18,13,car,0.20033,67.31088,Reach
445,451,191,2014-03-18,14,train,0.01214,5.83934,Reach
450,259,125,2014-03-18,12,train,0.01214,4.07904,Reach
436,91,17,2014-03-18,6,car,0.20033,5.00825,Dorne
422,117,143,2014-03-18,70,car,0.20033,78.32903,Reach
452,412,55,2014-03-18,15,car,0.20033,18.831020000000002,Reach
451,259,125,2014-03-19,38,train,0.01214,4.07904,Reach
444,125,207,2014-03-19,15,train,0.01214,6.03358,Reach
454,151,125,2014-03-19,15,car,0.20033,67.31088,Reach
437,91,55,2014-03-19,8,car,0.20033,18.831020000000002,Dorne
274,490,204,2014-03-19,75,plane,0.14678,72.21576,North
472,26,191,2014-03-20,28,train,0.01214,5.83934,North
457,105,231,2014-03-20,29,train,0.01214,6.88338,Reach
455,151,125,2014-03-20,12,car,0.20033,67.31088,Reach
449,409,191,2014-03-21,15,train,0.01214,5.83934,North
438,91,10,2014-03-21,7,car,0.20033,3.00495,Dorne
365,228,509,2014-03-21,160,plane,0.13712,1075.7064,Riverlands
358,73,415,2014-03-22,103,plane,0.14678,248.20497999999998,Reach
375,126,415,2014-03-22,182,plane,0.14678,248.20497999999998,Reach
348,454,98,2014-03-23,78,plane,0.14678,32.291599999999995,Riverlands
345,125,415,2014-03-23,106,plane,0.14678,248.20497999999998,Reach
419,145,10,2014-03-23,121,car,0.20033,3.00495,Crownlands
406,434,0,2014-03-23,180,plane,0.16508,0.0,Reach
458,105,220,2014-03-23,52,train,0.01214,6.3856399999999995,Reach
448,409,207,2014-03-25,14,train,0.01214,6.03358,North
462,123,55,2014-03-25,10,train,0.01214,1.14116,North
466,490,203,2014-03-25,19,train,0.01214,5.97288,North
459,23,191,2014-03-25,26,train,0.01214,5.83934,North
473,22,55,2014-03-25,33,train,0.01214,1.14116,North
338,471,94,2014-03-25,73,train,0.01214,2.56154,North
461,152,191,2014-03-26,2,train,0.01214,5.83934,North
359,73,55,2014-03-26,21,car,0.20033,18.831020000000002,Reach
370,136,207,2014-03-26,40,plane,0.16508,82.04476,Riverlands
465,468,97,2014-03-26,15,train,0.01214,2.63438,Riverlands
467,490,203,2014-03-27,17,train,0.01214,5.97288,North
446,181,191,2014-03-27,37,train,0.01214,5.83934,Dorne
397,326,53,2014-03-28,13,car,0.20033,18.43036,Reach
476,428,125,2014-03-28,17,plane,0.16508,55.46688,Riverlands
372,128,191,2014-03-28,243,train,0.01214,5.83934,Reach
480,105,191,2014-03-28,16,train,0.01214,5.83934,Reach
